epoch,loss,val_loss
0,15.8060637286296,11.744919776916504
1,10.876995527880648,10.175032615661621
2,9.954423758895997,9.456560134887695
3,9.382485280857379,9.007708549499512
4,9.557091926246063,8.64603042602539
5,8.834872377385881,8.601850509643555
6,8.611734850269132,8.306017875671387
7,8.349732134399638,8.181675910949707
8,8.138513585719844,7.927318572998047
9,7.890109288254397,7.893420219421387
