epoch,loss,val_loss
0,11.971636968275206,9.11266803741455
1,8.788735315207294,8.042468070983887
2,7.876379232158276,8.63638973236084
3,7.444955192421092,7.246828556060791
4,7.078297391428684,6.717632293701172
5,6.896459069557218,6.515660285949707
6,6.6702727596090785,6.879744529724121
7,6.550378672018861,6.286990165710449
8,6.450042106659055,6.240100383758545
9,6.343718280174866,5.986172199249268
