epoch,loss,val_loss
0,14.772343402304594,10.686379432678223
1,29.91386591474283,9.92335319519043
2,9.852071183938765,9.24539566040039
3,9.421179049378853,8.944974899291992
4,9.433929512291298,9.017422676086426
5,9.055467491632658,8.646902084350586
6,8.85520577378504,8.531317710876465
7,8.712824543423535,8.283235549926758
8,8.635882257631906,8.273808479309082
9,8.535165032205514,8.215593338012695
